file,entity_type,original_count,matched_count,recall
37681923,AlkylationReagent,1,1,1.0
37681923,MS2MassAnalyzer,1,1,1.0
37681923,FactorValue,1,0,0.0
37681923,TechnicalReplicate,1,0,0.0
37681923,Separation,3,2,0.6666666666666666
37681923,FragmentMassTolerance,1,1,1.0
37681923,AssayName,4,4,1.0
37681923,MaterialType,3,3,1.0
37681923,Sex,1,1,1.0
37681923,IonizationType,1,1,1.0
37681923,Compound,3,3,1.0
36097293,FlowRateChromatogram,1,1,1.0
36097293,AcquisitionMethod,2,0,0.0
36097293,CleavageAgent,1,1,1.0
36097293,Label,2,0,0.0
36097293,SampleTreatment,6,3,0.5
36097293,PrecursorMassTolerance,1,1,1.0
36097293,EnrichmentMethod,1,1,1.0
36097293,CollisionEnergy,1,1,1.0
36097293,FractionationMethod,1,0,0.0
36097293,FragmentationMethod,1,0,0.0
36097293,ReductionReagent,1,1,1.0
36097293,Modification,1,0,0.0
36097293,Organism,1,1,1.0
36097293,AlkylationReagent,1,0,0.0
36097293,Instrument,1,1,1.0
36097293,MS2MassAnalyzer,1,1,1.0
36097293,FactorValue,2,0,0.0
36097293,TechnicalReplicate,1,0,0.0
36097293,Separation,1,0,0.0
36097293,AssayName,6,6,1.0
36097293,MaterialType,1,1,1.0
36097293,CellLine,2,2,1.0
36097293,IonizationType,1,0,0.0
36097293,NumberOfFractions,1,1,1.0
36097293,Compound,3,3,1.0
36097293,Bait,1,1,1.0
37207340,FlowRateChromatogram,1,1,1.0
37207340,MS2MassAnalyzer,1,1,1.0
37207340,AcquisitionMethod,1,0,0.0
37207340,CleavageAgent,1,1,1.0
37207340,FactorValue,1,1,1.0
37207340,Strain,1,1,1.0
37207340,Label,1,0,0.0
37207340,Separation,2,2,1.0
37207340,SampleTreatment,17,6,0.35294117647058826
37207340,AssayName,3,1,0.3333333333333333
37207340,MaterialType,3,3,1.0
37207340,CellLine,1,1,1.0
37207340,CollisionEnergy,1,1,1.0
37207340,IonizationType,1,1,1.0
37207340,FragmentationMethod,1,1,1.0
37207340,ReductionReagent,1,1,1.0
37207340,GradientTime,1,1,1.0
37207340,Modification,1,0,0.0
37207340,Organism,1,1,1.0
37207340,Instrument,1,1,1.0
26149123,FlowRateChromatogram,1,0,0.0
26149123,AcquisitionMethod,1,1,1.0
26149123,CleavageAgent,1,1,1.0
26149123,ConcentrationOfCompound,2,1,0.5
26149123,Label,3,3,1.0
26149123,SampleTreatment,5,5,1.0
26149123,PrecursorMassTolerance,1,1,1.0
26149123,EnrichmentMethod,2,2,1.0
26149123,SourceName,2,2,1.0
26149123,CollisionEnergy,1,1,1.0
26149123,FragmentationMethod,1,0,0.0
26149123,ReductionReagent,1,1,1.0
26149123,GradientTime,1,1,1.0
26149123,Modification,2,2,1.0
26149123,Temperature,2,0,0.0
26149123,Organism,2,2,1.0
26149123,AlkylationReagent,1,1,1.0
26149123,Instrument,1,1,1.0
26149123,MS2MassAnalyzer,1,0,0.0
26149123,FactorValue,1,1,1.0
26149123,Strain,1,1,1.0
26149123,Separation,2,2,1.0
26149123,FragmentMassTolerance,1,1,1.0
26149123,TechnicalReplicate,1,1,1.0
26149123,AssayName,3,2,0.6666666666666666
26149123,MaterialType,2,2,1.0
26149123,OrganismPart,2,2,1.0
26149123,CellLine,2,2,1.0
26149123,SamplingTime,1,1,1.0
26149123,IonizationType,1,1,1.0
26149123,Compound,1,1,1.0
29681787,FlowRateChromatogram,2,2,1.0
29681787,AcquisitionMethod,2,2,1.0
29681787,CleavageAgent,2,2,1.0
29681787,Age,1,1,1.0
29681787,Label,3,3,1.0
29681787,SampleTreatment,10,7,0.7
29681787,AnatomicSiteTumor,1,1,1.0
29681787,PrecursorMassTolerance,1,1,1.0
29681787,TumorGrade,2,2,1.0
29681787,CollisionEnergy,1,1,1.0
29681787,NumberOfMissedCleavages,1,1,1.0
29681787,FragmentationMethod,1,1,1.0
29681787,ReductionReagent,1,1,1.0
29681787,Modification,2,2,1.0
29681787,Organism,1,1,1.0
29681787,Disease,2,2,1.0
29681787,Instrument,1,1,1.0
29681787,AlkylationReagent,1,1,1.0
29681787,MS2MassAnalyzer,1,1,1.0
29681787,FactorValue,1,1,1.0
29681787,TechnicalReplicate,1,1,1.0
29681787,Separation,3,3,1.0
29681787,FragmentMassTolerance,1,1,1.0
29681787,AssayName,3,3,1.0
29681787,MaterialType,2,2,1.0
29681787,Sex,1,1,1.0
29681787,TumorStage,8,5,0.625
29681787,IonizationType,1,1,1.0
28675934,AcquisitionMethod,1,0,0.0
28675934,CleavageAgent,2,2,1.0
28675934,Label,6,4,0.6666666666666666
28675934,SampleTreatment,12,6,0.5
28675934,TumorSite,2,2,1.0
28675934,PrecursorMassTolerance,1,1,1.0
28675934,EnrichmentMethod,1,1,1.0
28675934,CollisionEnergy,1,1,1.0
28675934,FractionationMethod,1,1,1.0
28675934,NumberOfMissedCleavages,1,1,1.0
28675934,FragmentationMethod,1,0,0.0
28675934,ReductionReagent,1,0,0.0
28675934,GradientTime,1,1,1.0
28675934,Modification,5,3,0.6
28675934,Organism,1,1,1.0
28675934,Disease,2,2,1.0
28675934,Instrument,1,1,1.0
28675934,AlkylationReagent,1,1,1.0
28675934,MS2MassAnalyzer,1,0,0.0
28675934,FactorValue,1,0,0.0
28675934,Separation,3,2,0.6666666666666666
28675934,FragmentMassTolerance,1,1,1.0
28675934,AssayName,3,2,0.6666666666666666
28675934,MaterialType,1,0,0.0
28675934,OrganismPart,4,4,1.0
28675934,IonizationType,1,1,1.0
28675934,NumberOfFractions,1,1,1.0
28675934,Compound,1,1,1.0
33855848,FlowRateChromatogram,1,1,1.0
33855848,AcquisitionMethod,2,2,1.0
33855848,CleavageAgent,1,1,1.0
33855848,Label,1,1,1.0
33855848,SampleTreatment,13,8,0.6153846153846154
33855848,PrecursorMassTolerance,2,1,0.5
33855848,CollisionEnergy,1,1,1.0
33855848,FragmentationMethod,1,1,1.0
33855848,ReductionReagent,1,1,1.0
33855848,GradientTime,2,2,1.0
33855848,Modification,2,1,0.5
33855848,Organism,1,1,1.0
33855848,Disease,1,1,1.0
33855848,Instrument,2,2,1.0
33855848,AlkylationReagent,1,1,1.0
33855848,MS2MassAnalyzer,1,0,0.0
33855848,FactorValue,2,2,1.0
33855848,Separation,4,4,1.0
33855848,FragmentMassTolerance,1,0,0.0
33855848,AssayName,9,5,0.5555555555555556
33855848,MaterialType,3,2,0.6666666666666666
33855848,OrganismPart,5,5,1.0
33855848,IonizationType,1,0,0.0
31395880,FlowRateChromatogram,2,2,1.0
31395880,AcquisitionMethod,3,3,1.0
31395880,CleavageAgent,1,1,1.0
31395880,Age,1,1,1.0
31395880,Label,4,1,0.25
31395880,SampleTreatment,8,7,0.875
31395880,SpikedCompound,1,1,1.0
31395880,AnatomicSiteTumor,1,1,1.0
31395880,TumorSite,1,1,1.0
31395880,NumberOfSamples,2,2,1.0
31395880,TumorGrade,2,1,0.5
31395880,CollisionEnergy,1,1,1.0
31395880,FragmentationMethod,1,0,0.0
31395880,ReductionReagent,1,1,1.0
31395880,Modification,2,1,0.5
31395880,Organism,1,1,1.0
31395880,Disease,2,2,1.0
31395880,Instrument,2,2,1.0
31395880,AlkylationReagent,1,1,1.0
31395880,MS2MassAnalyzer,1,0,0.0
31395880,FactorValue,1,1,1.0
31395880,TechnicalReplicate,1,0,0.0
31395880,Separation,4,2,0.5
31395880,AssayName,6,6,1.0
31395880,MaterialType,2,2,1.0
31395880,Sex,2,1,0.5
31395880,TumorStage,1,1,1.0
31395880,IonizationType,1,1,1.0
31395880,NumberOfFractions,1,1,1.0
31395880,NumberOfTechnicalReplicates,1,1,1.0
31395880,PooledSample,1,1,1.0
32860207,FlowRateChromatogram,1,1,1.0
32860207,AcquisitionMethod,1,0,0.0
32860207,CleavageAgent,1,1,1.0
32860207,Label,3,2,0.6666666666666666
32860207,SampleTreatment,11,5,0.45454545454545453
32860207,PrecursorMassTolerance,1,1,1.0
32860207,NumberOfSamples,1,0,0.0
32860207,CollisionEnergy,1,1,1.0
32860207,FragmentationMethod,1,0,0.0
32860207,ReductionReagent,1,0,0.0
32860207,GradientTime,1,1,1.0
32860207,Modification,2,2,1.0
32860207,Organism,1,0,0.0
32860207,Disease,1,1,1.0
32860207,Instrument,1,1,1.0
32860207,AlkylationReagent,1,1,1.0
32860207,MS2MassAnalyzer,1,1,1.0
32860207,FactorValue,1,0,0.0
32860207,TechnicalReplicate,1,0,0.0
32860207,Separation,2,1,0.5
32860207,FragmentMassTolerance,1,1,1.0
32860207,AssayName,1,0,0.0
32860207,MaterialType,2,2,1.0
32860207,OrganismPart,1,1,1.0
32860207,IonizationType,1,0,0.0
32284562,AcquisitionMethod,1,1,1.0
32284562,CleavageAgent,2,2,1.0
32284562,Label,2,1,0.5
32284562,SampleTreatment,13,13,1.0
32284562,PrecursorMassTolerance,2,0,0.0
32284562,NumberOfSamples,1,1,1.0
32284562,EnrichmentMethod,2,2,1.0
32284562,FractionationMethod,1,1,1.0
32284562,FragmentationMethod,1,1,1.0
32284562,ReductionReagent,1,1,1.0
32284562,Modification,3,2,0.6666666666666666
32284562,Temperature,1,1,1.0
32284562,Organism,3,3,1.0
32284562,Disease,1,1,1.0
32284562,Instrument,2,2,1.0
32284562,AlkylationReagent,1,1,1.0
32284562,MS2MassAnalyzer,1,1,1.0
32284562,FactorValue,2,0,0.0
32284562,Separation,1,1,1.0
32284562,FragmentMassTolerance,1,1,1.0
32284562,MaterialType,3,1,0.3333333333333333
32284562,OrganismPart,2,2,1.0
37328468,MS2MassAnalyzer,1,0,0.0
37328468,AcquisitionMethod,2,2,1.0
37328468,CleavageAgent,3,3,1.0
37328468,FactorValue,2,0,0.0
37328468,Label,2,0,0.0
37328468,FragmentMassTolerance,1,1,1.0
37328468,SampleTreatment,13,7,0.5384615384615384
37328468,PrecursorMassTolerance,1,1,1.0
37328468,AssayName,3,2,0.6666666666666666
37328468,NumberOfSamples,1,0,0.0
37328468,MaterialType,2,1,0.5
37328468,CellLine,1,1,1.0
37328468,IonizationType,1,0,0.0
37328468,FragmentationMethod,1,1,1.0
37328468,ReductionReagent,1,1,1.0
37328468,CellPart,1,0,0.0
37328468,Modification,2,2,1.0
37328468,Organism,3,2,0.6666666666666666
37328468,AlkylationReagent,1,1,1.0
37328468,Instrument,4,3,0.75
28091603,MS2MassAnalyzer,1,1,1.0
28091603,AcquisitionMethod,1,0,0.0
28091603,CleavageAgent,1,1,1.0
28091603,FactorValue,1,0,0.0
28091603,Label,4,2,0.5
28091603,Separation,1,1,1.0
28091603,SampleTreatment,9,7,0.7777777777777778
28091603,PrecursorMassTolerance,2,2,1.0
28091603,AssayName,8,8,1.0
28091603,MaterialType,1,1,1.0
28091603,CellLine,3,3,1.0
28091603,FragmentationMethod,1,0,0.0
28091603,ReductionReagent,1,1,1.0
28091603,Modification,4,2,0.5
28091603,Organism,1,1,1.0
28091603,AlkylationReagent,1,1,1.0
28091603,Instrument,2,2,1.0
25100859,FlowRateChromatogram,1,1,1.0
25100859,AcquisitionMethod,1,1,1.0
25100859,CleavageAgent,1,1,1.0
25100859,Label,1,1,1.0
25100859,SampleTreatment,10,9,0.9
25100859,PrecursorMassTolerance,1,1,1.0
25100859,NumberOfSamples,1,1,1.0
25100859,CollisionEnergy,1,1,1.0
25100859,NumberOfMissedCleavages,1,1,1.0
25100859,FragmentationMethod,1,1,1.0
25100859,ReductionReagent,1,1,1.0
25100859,GradientTime,1,1,1.0
25100859,Modification,2,2,1.0
25100859,Organism,1,1,1.0
25100859,AlkylationReagent,1,1,1.0
25100859,Instrument,1,1,1.0
25100859,MS2MassAnalyzer,1,1,1.0
25100859,FactorValue,1,1,1.0
25100859,TechnicalReplicate,1,0,0.0
25100859,Separation,1,0,0.0
25100859,FragmentMassTolerance,1,1,1.0
25100859,AssayName,4,4,1.0
25100859,CellLine,1,1,1.0
25100859,IonizationType,1,0,0.0
35236989,FlowRateChromatogram,1,1,1.0
35236989,AcquisitionMethod,2,2,1.0
35236989,CleavageAgent,1,1,1.0
35236989,Label,3,0,0.0
35236989,SampleTreatment,9,6,0.6666666666666666
35236989,NumberOfSamples,1,0,0.0
35236989,EnrichmentMethod,2,1,0.5
35236989,FragmentationMethod,1,1,1.0
35236989,ReductionReagent,1,1,1.0
35236989,Modification,2,0,0.0
35236989,Temperature,4,1,0.25
35236989,Organism,2,2,1.0
35236989,AlkylationReagent,1,1,1.0
35236989,Instrument,1,1,1.0
35236989,FactorValue,4,1,0.25
35236989,Strain,1,1,1.0
35236989,Separation,2,1,0.5
35236989,AssayName,5,5,1.0
35236989,MaterialType,2,2,1.0
35236989,CellLine,2,2,1.0
35236989,IonizationType,1,1,1.0
35236989,PooledSample,1,0,0.0
35680998,T8	Organism,1,1,1.0
35680998,T3	Organism,1,1,1.0
35680998,T23	OrganismPart,1,1,1.0
35680998,T25	Instrument,1,1,1.0
35680998,T27	CleavageAgent,1,1,1.0
35680998,T41	Modification,1,1,1.0
35680998,T29	SampleTreatment,1,1,1.0
35680998,T42	Modification,1,1,1.0
35680998,T26	AcquisitionMethod,1,1,1.0
35680998,T15	Organism,1,1,1.0
35680998,T22	OrganismPart,1,1,1.0
35680998,T30	SampleTreatment,1,1,1.0
35680998,T19	Organism,1,1,1.0
35680998,T17	Organism,1,1,1.0
35680998,T45	Label,1,1,1.0
35680998,T38	Modification,1,1,1.0
35680998,T32	SampleTreatment,1,1,1.0
35680998,T39	Modification,1,1,1.0
35680998,T20	Organism,1,1,1.0
35680998,T46	IonizationType,1,1,1.0
35680998,T43	Modification,1,1,1.0
35680998,T1	Organism,1,1,1.0
35680998,T28	EnrichmentMethod,1,1,1.0
35680998,T33	SampleTreatment,1,1,1.0
35680998,T36	SampleTreatment,1,0,0.0
35680998,T13	Organism,1,1,1.0
35680998,T44	Modification,1,1,1.0
35680998,T9	Organism,1,1,1.0
35680998,T35	SampleTreatment,1,0,0.0
35680998,T49	NumberOfMissedCleavages,1,1,1.0
35680998,T21	Organism,1,1,1.0
35680998,T6	Organism,1,1,1.0
35680998,T48	PrecursorMassTolerance,1,1,1.0
35680998,T2	Organism,1,1,1.0
35680998,T12	Organism,1,1,1.0
35680998,T10	Organism,1,1,1.0
35680998,T40	Modification,1,1,1.0
35680998,T4	Organism,1,1,1.0
35680998,T14	Organism,1,1,1.0
35680998,T31	SampleTreatment,1,1,1.0
35680998,T11	Organism,1,1,1.0
35680998,T24	Instrument,1,1,1.0
35680998,T16	Organism,1,1,1.0
35680998,T34	SampleTreatment,1,1,1.0
35680998,T18	Organism,1,1,1.0
35680998,T5	Organism,1,1,1.0
35680998,T47	MS2MassAnalyzer,1,1,1.0
35680998,T7	Organism,1,1,1.0
35680998,T37	Modification,1,1,1.0
35236848,AcquisitionMethod,2,2,1.0
35236848,CleavageAgent,1,1,1.0
35236848,FactorValue,6,2,0.3333333333333333
35236848,Label,1,1,1.0
35236848,SampleTreatment,15,8,0.5333333333333333
35236848,AssayName,9,9,1.0
35236848,MaterialType,2,2,1.0
35236848,CellPart,2,2,1.0
35236848,Organism,1,1,1.0
35236848,Instrument,2,1,0.5
28680058,NumberOfBiologicalReplicates,1,1,1.0
28680058,AcquisitionMethod,1,1,1.0
28680058,CleavageAgent,1,1,1.0
28680058,Label,3,3,1.0
28680058,SampleTreatment,4,2,0.5
28680058,PrecursorMassTolerance,1,1,1.0
28680058,EnrichmentMethod,1,1,1.0
28680058,CollisionEnergy,1,1,1.0
28680058,NumberOfMissedCleavages,1,1,1.0
28680058,FragmentationMethod,1,1,1.0
28680058,ReductionReagent,1,1,1.0
28680058,GradientTime,1,1,1.0
28680058,Modification,2,2,1.0
28680058,Organism,1,1,1.0
28680058,AlkylationReagent,1,1,1.0
28680058,Instrument,1,1,1.0
28680058,MS2MassAnalyzer,1,1,1.0
28680058,FactorValue,4,2,0.5
28680058,Strain,2,2,1.0
28680058,Separation,2,1,0.5
28680058,TechnicalReplicate,1,1,1.0
28680058,FragmentMassTolerance,1,1,1.0
28680058,AssayName,5,5,1.0
28680058,MaterialType,2,1,0.5
28680058,OrganismPart,2,2,1.0
28680058,CellLine,3,3,1.0
28680058,IonizationType,1,0,0.0
28680058,NumberOfFractions,1,1,1.0
28680058,PooledSample,1,1,1.0
37330510,FlowRateChromatogram,1,1,1.0
37330510,AcquisitionMethod,3,3,1.0
37330510,CleavageAgent,1,1,1.0
37330510,ConcentrationOfCompound,2,2,1.0
37330510,SampleTreatment,11,6,0.5454545454545454
37330510,PrecursorMassTolerance,1,0,0.0
37330510,CollisionEnergy,1,1,1.0
37330510,ReductionReagent,1,1,1.0
37330510,Treatment,2,2,1.0
37330510,GradientTime,2,2,1.0
37330510,Organism,2,2,1.0
37330510,Disease,1,1,1.0
37330510,Instrument,2,2,1.0
37330510,AlkylationReagent,1,1,1.0
37330510,MS2MassAnalyzer,1,0,0.0
37330510,FactorValue,2,0,0.0
37330510,Strain,1,1,1.0
37330510,Separation,1,1,1.0
37330510,FragmentMassTolerance,1,0,0.0
37330510,AssayName,6,4,0.6666666666666666
37330510,OrganismPart,7,7,1.0
37330510,Compound,2,2,1.0
25218447,FlowRateChromatogram,1,0,0.0
25218447,AcquisitionMethod,1,1,1.0
25218447,CleavageAgent,2,2,1.0
25218447,Label,7,4,0.5714285714285714
25218447,PrecursorMassTolerance,1,1,1.0
25218447,NumberOfSamples,1,1,1.0
25218447,EnrichmentMethod,3,3,1.0
25218447,CollisionEnergy,1,1,1.0
25218447,NumberOfMissedCleavages,1,1,1.0
25218447,FragmentationMethod,1,1,1.0
25218447,ReductionReagent,1,1,1.0
25218447,GradientTime,1,1,1.0
25218447,Modification,6,3,0.5
25218447,Organism,1,1,1.0
25218447,AlkylationReagent,1,0,0.0
25218447,Instrument,1,1,1.0
25218447,MS2MassAnalyzer,1,0,0.0
25218447,FactorValue,1,0,0.0
25218447,Separation,2,1,0.5
25218447,FragmentMassTolerance,1,1,1.0
25218447,AssayName,2,2,1.0
25218447,MaterialType,1,1,1.0
25218447,CellLine,2,2,1.0
25218447,IonizationType,1,0,0.0
25218447,NumberOfTechnicalReplicates,1,1,1.0
31699905,AcquisitionMethod,1,0,0.0
31699905,CleavageAgent,2,2,1.0
31699905,Label,3,1,0.3333333333333333
31699905,SampleTreatment,14,10,0.7142857142857143
31699905,PrecursorMassTolerance,1,1,1.0
31699905,NumberOfSamples,1,0,0.0
31699905,EnrichmentMethod,1,1,1.0
31699905,CollisionEnergy,1,1,1.0
31699905,FractionationMethod,1,0,0.0
31699905,FragmentationMethod,1,1,1.0
31699905,ReductionReagent,1,0,0.0
31699905,GradientTime,1,0,0.0
31699905,Modification,2,1,0.5
31699905,Organism,1,1,1.0
31699905,Disease,1,1,1.0
31699905,Instrument,1,1,1.0
31699905,AlkylationReagent,1,1,1.0
31699905,MS2MassAnalyzer,1,1,1.0
31699905,FactorValue,1,0,0.0
31699905,Separation,3,2,0.6666666666666666
31699905,FragmentMassTolerance,1,1,1.0
31699905,AssayName,1,0,0.0
31699905,MaterialType,1,1,1.0
31699905,OrganismPart,3,3,1.0
31699905,IonizationType,1,0,0.0
31699905,NumberOfFractions,1,1,1.0
21183079,AcquisitionMethod,1,1,1.0
21183079,CleavageAgent,1,1,1.0
21183079,Age,1,1,1.0
21183079,Strain,1,1,1.0
21183079,Label,1,1,1.0
21183079,FactorValue,1,1,1.0
21183079,SampleTreatment,7,6,0.8571428571428571
21183079,AssayName,2,2,1.0
21183079,MaterialType,1,0,0.0
21183079,EnrichmentMethod,1,1,1.0
21183079,OrganismPart,9,9,1.0
21183079,Sex,1,1,1.0
21183079,FractionationMethod,1,1,1.0
21183079,FragmentationMethod,1,1,1.0
21183079,Modification,1,1,1.0
21183079,Organism,1,1,1.0
21183079,Instrument,3,3,1.0
35037038,AcquisitionMethod,4,4,1.0
35037038,CleavageAgent,1,1,1.0
35037038,FactorValue,3,0,0.0
35037038,TechnicalReplicate,1,1,1.0
35037038,Label,1,1,1.0
35037038,SampleTreatment,19,13,0.6842105263157895
35037038,AssayName,6,6,1.0
35037038,NumberOfSamples,1,1,1.0
35037038,CellLine,1,1,1.0
35037038,FragmentationMethod,1,0,0.0
35037038,Organism,1,1,1.0
35037038,Instrument,2,2,1.0
24657495,FlowRateChromatogram,1,1,1.0
24657495,AcquisitionMethod,3,3,1.0
24657495,CleavageAgent,1,1,1.0
24657495,Label,2,2,1.0
24657495,SampleTreatment,1,1,1.0
24657495,PrecursorMassTolerance,1,1,1.0
24657495,EnrichmentMethod,1,1,1.0
24657495,CollisionEnergy,1,1,1.0
24657495,NumberOfMissedCleavages,1,1,1.0
24657495,FragmentationMethod,2,2,1.0
24657495,ReductionReagent,1,1,1.0
24657495,CellPart,2,2,1.0
24657495,GradientTime,2,2,1.0
24657495,Modification,4,4,1.0
24657495,Organism,2,2,1.0
24657495,AlkylationReagent,1,1,1.0
24657495,Instrument,1,1,1.0
24657495,MS2MassAnalyzer,2,2,1.0
24657495,FactorValue,2,2,1.0
24657495,Strain,1,1,1.0
24657495,Separation,3,3,1.0
24657495,FragmentMassTolerance,1,1,1.0
24657495,AssayName,8,8,1.0
24657495,MaterialType,1,1,1.0
24657495,OrganismPart,2,2,1.0
24657495,FractionationFraction,1,1,1.0
24657495,IonizationType,1,1,1.0
24657495,PooledSample,1,1,1.0
